time,satellite,x_km,y_km,z_km,vx_km_s,vy_km_s,vz_km_s,mod_x_km,mod_y_km,mod_z_km,real_radius_km,modified_radius_km,position_error_km,radius_error_km,inertia_factor
2022-07-04 17:50:00,R01,-11776.202932,555.870745,-22619.021623,1.1310210533333338,-2.8676899466666663,-0.7242766999999973,-11775.683591374382,569.416550629625,-22659.873962904898,25507.020346613084,25543.313161511178,43.042679290981134,36.29281489809364,0.999
2022-07-04 17:55:00,R01,-11455.066231,-319.821696,-22787.421743,1.070455669999998,-2.9189748033333336,-0.561333733333328,-11454.225432215224,-307.15245938038515,-22828.442651593585,25506.615180520876,25542.737065209094,42.94102282158158,36.121884688218415,0.999
2022-07-04 18:00:00,R01,-11153.261494,-1208.605641,-22906.572979,1.0060157900000013,-2.9626131500000006,-0.3971707866666717,-11152.118588371379,-1196.8260779990042,-22947.713158100094,25506.216010832595,25542.115825759563,42.80862850125123,35.89981492696825,0.999
2022-07-04 18:05:00,R01,-10871.816655,-2108.11703,-22976.215699,0.9381494633333326,-2.998371296666666,-0.23214239999999942,-10870.392022805814,-2097.237878799805,-23017.425590532526,25505.823700462715,25541.450825382934,42.64552342096375,35.62712492021819,0.999
2022-07-04 18:10:00,R01,-10611.62065,-3015.931641,-22996.197209,0.8673200166666659,-3.026048703333334,-0.06660503333333812,-10609.935561344353,-3005.9612131341396,-23037.42710204404,25505.439077928277,25540.74358574432,42.45177306106882,35.30450781604304,0.999
2022-07-04 18:15:00,R01,-10373.419517,-3929.575327,-22966.472105,0.7940037766666683,-3.045478953333333,0.09908368000000337,-10371.49598877178,-3920.519457378384,-23007.672243185178,25505.06294201186,25539.995769589023,42.22748064857938,34.93282757716224,0.999
2022-07-04 18:20:00,R01,-10157.813173,-4846.53451,-22887.102383,0.7186878133333326,-3.056530610000001,0.26456573999999816,-10155.673822605613,-4838.396517438445,-22928.223072014007,25504.696051984574,25539.209167301025,41.972786517319314,34.51311531645115,0.999
2022-07-04 18:25:00,R01,-9965.252917,-5764.266834,-22758.257328,0.6418675200000022,-3.0591077466666654,0.429483516666672,-9962.920813596604,-5757.04749241342,-22799.249042984975,25504.33912966174,25538.385694713583,41.68786749927737,34.04656505184175,0.999
2022-07-04 18:30:00,R01,-9796.039641,-6680.212009,-22580.213171,0.5640442533333346,-3.053150583333333,0.5934805233333342,-9793.538154937945,-6673.909529450457,-22621.026663605597,25503.99286349165,25537.527392350854,41.37293631902626,33.53452885920342,0.999
2022-07-04 18:35:00,R01,-9650.322774,-7591.802697,-22353.352509,0.4857228899999973,-3.0386356266666676,0.7562022066666638,-9647.675425208217,-7586.412720641649,-22393.938913855847,25503.657898901016,25536.636410372983,41.02824100411392,32.97851147196707,0.999
2022-07-04 18:40:00,R01,-9528.099959,-8496.475493,-22078.163499,0.40740938333333665,-3.0155759866666663,0.9172967000000063,-9525.330265048056,-8491.991095016023,-22118.47443938137,25503.334843122404,25535.715007448664,40.654064302314,32.380164326259546,0.999
2022-07-04 18:45:00,R01,-9429.217464,-9391.681856,-21755.238832,0.3296083166666661,-2.9840212099999976,1.0764155566666644,-9426.34878857158,-9388.093560481488,-21795.226524466456,25503.024265860764,25534.7655449774,40.25072312684222,31.74127911663527,0.999
2022-07-04 18:50:00,R01,-9353.371325,-10274.899016,-21385.274465,0.252820463333331,-2.9440572000000005,1.2332145566666683,-9350.42672751052,-10272.194821742749,-21424.891822764752,25502.726694918543,25533.790475751022,39.81856799555274,31.063780832479097,0.999
2022-07-04 18:55:00,R01,-9300.109219,-11143.640758,-20969.068142,0.17754035333333376,-2.895805806666667,1.387354409999995,-9297.111306089098,-11141.806175096102,-21008.26887681881,25502.442619728154,25532.792340085587,39.35798250148508,30.349720357433398,0.999
2022-07-04 19:00:00,R01,-9268.833053,-11995.468044,-20507.517692,0.10425388666666549,-2.8394242866666657,1.538501499999996,-9265.803832615626,-11994.486141062069,-20546.256414356347,25502.172488764627,25531.773755403752,38.86938280084536,29.601266639125242,0.999
2022-07-04 19:05:00,R01,-9258.802261,-12827.999453,-20001.619107,0.033435973333331884,-2.7751046966666704,1.6863286166666756,-9255.762999782793,-12827.850914835844,-20039.851424366356,25501.916715728927,25530.737414185303,38.35321712105109,28.820698456376704,0.999
2022-07-04 19:10:00,R01,-9269.137792,-13638.92133,-19452.464408,-0.03445176999999603,-2.7030729233333295,1.8305156633333293,-9266.10887665967,-13639.584525446455,-19490.147020962955,25501.675670385237,25529.686066218295,37.809965300896195,28.010395833058283,0.999
2022-07-04 19:15:00,R01,-9298.826767,-14425.99768,-18861.2393,-0.09896325000000313,-2.623587833333337,1.9707503599999958,-9295.827570353364,-14427.448739660671,-18898.330096038033,25501.449688947207,25528.62252006745,37.240138364389864,27.172831120242336,0.999
2022-07-04 19:20:00,R01,-9346.727793,-15187.079668,-18229.220633,-0.15967008666666516,-2.5369399599999998,2.1067288900000007,-9343.776545328337,-15189.292571492502,-18265.678777719713,25501.23907117477,25527.54963098232,36.64427814939349,26.310559807552636,0.999
2022-07-04 19:25:00,R01,-9411.576894,-15920.114766,-17557.773644,-0.2161636699999993,-2.443450326666668,2.23815663,-9408.690560343352,-15923.06143835937,-17593.559669611604,25501.044079178933,25526.470290234905,36.02295697253799,25.42621105597209,0.999
2022-07-04 19:30:00,R01,-9491.994047,-16623.155441,-16848.349028,-0.26805717666666773,-2.3434689166666614,2.364748720000001,-9489.188210994003,-16626.80585777879,-16883.424918860852,25500.864941668937,25525.387419718943,35.37677738338773,24.52247805000661,0.999
2022-07-04 19:35:00,R01,-9586.49028,-17294.367385,-16102.479806,-0.31498744333333284,-2.2373731466666746,2.486230740000004,-9583.779034817828,-17298.68968560662,-16136.809081023013,25500.70185384167,25524.303961998914,34.70637198811698,23.602108157243492,0.999
2022-07-04 19:40:00,R01,-9693.475303,-17932.037228,-15321.778019,-0.35661674333333093,-2.1255661433333324,2.6023392899999997,-9690.871149932942,-17936.99783675777,-15355.325810752744,25500.554979446242,25523.222872412192,34.01240338361612,22.66789296595016,0.999
2022-07-04 19:45:00,R01,-9811.265641,-18534.579695,-14507.931251,-0.39263446000000235,-2.008474889999998,2.712822559999998,-9808.779396179189,-18540.143449370382,-14540.664381323315,25500.424450042316,25522.147108274912,33.29556422056959,21.722658232596586,0.999
2022-07-04 19:50:00,R01,-9938.093217,-19100.544203,-13662.698974,-0.4227585866666656,-1.886548360000003,2.8174409233333306,-9935.73392670972,-19106.674488409422,-13694.586025967961,25500.310368595106,25521.079622364,32.55657741658627,20.769253768892668,0.999
2022-07-04 19:55:00,R01,-10072.114365,-19628.62082,-12787.908757,-0.44673715999999936,-1.760255389999996,2.9159673900000054,-10069.889230013023,-19635.279710631643,-12818.920143085077,25500.212811942063,25520.023355284517,31.796196581858844,19.810543342453457,0.999
2022-07-04 20:00:00,R01,-10211.419206,-20117.645607,-11885.452292,-0.46434947000000343,-1.6300826233333283,3.0081882166666642,-10209.333515298309,-20124.794011932943,-11915.560318260254,25500.131826226312,25518.981220797665,31.015206658614915,18.849394571352605,0.999
2022-07-04 20:05:00,R01,-10354.041363,-20566.605281,-10957.281319,-0.4754071899999993,-1.4965322466666717,3.093903243333334,-10352.098437220231,-20574.20309501603,-10986.46024518718,25500.06743588884,25517.95610482828,30.214424896806566,17.88866893944214,0.999
2022-07-04 20:10:00,R01,-10497.967959,-20974.641204,-10005.403372,-0.47975531999999776,-1.3601197433333316,3.172926489999997,-10496.169103886898,-20982.647462383396,-10033.629467409402,25500.019638054284,25516.950849921715,29.39470216008826,16.931211867431557,0.999
2022-07-04 20:15:00,R01,-10641.149856,-21341.052654,-9031.877448,-0.4772729900000013,-1.2213714999999987,3.245086413333338,-10639.49432610912,-21349.425690611624,-9059.129042984976,25499.988409298152,25515.968252286835,28.5569247389214,15.979842988683231,0.999
2022-07-04 20:20:00,R01,-10781.512073,-21665.29939,-8038.809527,-0.46787405666666626,-1.0808224533333366,3.31022640333333,-10779.997045828839,-21673.996997918934,-8065.067060001994,25499.97370292693,25515.01104950195,27.702016717048462,15.03734657501991,0.999
2022-07-04 20:25:00,R01,-10916.964358,-21947.003478,-7028.348002,-0.45150761666666467,-0.939013626666662,3.3682050833333355,-10915.584918701712,-21955.983071993007,-7053.5940620039955,25499.97545281963,25514.081915024293,26.83094308410132,14.106462204661511,0.999
2022-07-04 20:30:00,R01,-11045.411839,-22185.950375,-6002.679021,-0.42815827000000356,-0.796489656666672,3.418896603333333,-11044.16097575877,-22195.16915507609,-6026.8983853273185,25499.993571846986,25513.183447542862,25.944713784487714,13.189875695876253,0.999
2022-07-04 20:35:00,R01,-11164.765715,-22382.08928,-4964.021724,-0.39784625333333073,-0.6537963499999994,3.462190989999999,-11163.634325108118,-22391.504395316333,-4987.201391333325,25500.027954593977,25512.318164916334,25.04438893626472,12.29021032235687,0.999
2022-07-04 20:40:00,R01,-11272.953943,-22535.532722,-3914.62344,-0.36062742666666964,-0.5114781399999992,3.4979942800000012,-11271.930849632643,-22545.101434355372,-3936.7526586005915,25500.078477179817,25511.488495563553,24.13108559619652,11.410018383736315,0.999
2022-07-04 20:45:00,R01,-11367.931851,-22646.555423,-2856.754778,-0.3165930266666631,-0.37007567000000563,3.526228873333333,-11367.003830613623,-22656.23526919021,-2877.8250690110017,25500.14499875671,25510.69677186241,23.205986455910413,10.551773105700704,0.999
2022-07-04 20:50:00,R01,-11447.692647,-22715.592406,-1792.704714,-0.26586932000000163,-0.2301232766666605,3.546833546666667,-11446.844467250261,-22725.341358279296,-1812.7098898318222,25500.227361482495,25509.945222450628,22.27035113090937,9.7178609681323,0.999
2022-07-04 20:55:00,R01,-11510.277757,-22743.236388,-724.775595,-0.20861703333333328,-0.09214660666667139,3.55976373,-11509.492225008018,-22753.01301193295,-743.7117727147051,25500.325392175764,25509.23596659815,21.325530766657636,8.910574422385253,0.999
2022-07-04 21:00:00,R01,-11553.786962,-22730.234441,344.721853,-0.1450306833333343,0.04333982333333552,3.5649914933333338,-11553.044982765776,-22739.99804997099,326.8562433013112,25500.438899400135,25508.57100447375,20.37298709635559,8.132105073615094,0.999
2022-07-04 21:05:00,R01,-11576.388258,-22677.483971,1413.473562,-0.07533765333333577,0.1758348999999968,3.5625056966666664,-11575.668902685697,-22687.194776697717,1396.6777738318417,25500.567677316427,25507.952214639667,19.414317385801933,7.384537323239783,0.999
2022-07-04 21:10:00,R01,-11576.327422,-22586.028002,2479.167147,0.00020278666666854407,0.3048532300000079,3.552311950000001,-11575.6080057888,-22595.6472601812,2463.438119177187,25500.711504411818,25507.381346920563,18.451287323445204,6.669842508745205,0.999
2022-07-04 21:15:00,R01,-11551.93722,-22457.049804,3539.496932,0.081300673333335,0.429927326666669,3.5344326166666664,-11551.193389172182,-22466.53995487589,3524.8292953533637,25500.870141346062,25506.86001489543,17.48587466343497,5.989873549366166,0.999
2022-07-04 21:20:00,R01,-11501.646216,-22291.866895,4592.168971,0.16763668000000204,0.550609696666664,3.508906796666667,-11500.852043826835,-22301.191697618633,4578.5550601181285,25501.04333553118,25506.38969565202,16.520327563842354,5.3463601208386535,0.999
2022-07-04 21:25:00,R01,-11423.987146,-22091.924428,5634.906019,0.25886356666666566,0.6664748900000025,3.47579016,-11423.115237020029,-22101.049088009022,5622.335888946957,25501.230815146915,25505.971719520207,15.557243171591601,4.740904373291414,0.999
2022-07-04 21:30:00,R01,-11317.604805,-21858.788017,6665.4525,0.35460780333332875,0.7771213699999984,3.4351549366666676,-11316.6264071902,-21867.67930722824,6653.913948006017,25501.432295540933,25505.607272738318,14.599674185232052,4.174977197384578,0.999
2022-07-04 21:35:00,R01,-11181.263429,-21594.13601,7681.57938,0.4544712533333344,0.8821733566666686,3.3870895999999995,-11180.148553336347,-21602.762383304318,7671.057972030041,25501.647469493273,25505.29738455175,13.651274292211859,3.649915058478655,0.999
2022-07-04 21:40:00,R01,-11013.853515,-21299.751276,8681.089032,0.5580330466666662,0.9812824466666643,3.331698839999999,-11012.571061844856,-21308.082969890904,8671.568134192203,25501.876018262894,25505.042935660294,12.71649732644163,3.166917397400539,0.999
2022-07-04 21:45:00,R01,-10814.398062,-20977.512514,9661.819981,0.6648515100000016,1.0741292066666694,3.2691031633333356,-10812.915953736747,-20985.52164656758,9653.280795853865,25502.117599596837,25504.844644199115,11.800869982721126,2.7270446022776014,0.999
2022-07-04 21:50:00,R01,-10582.058197,-20629.385152,10621.651608,0.7744662166666664,1.1604245399999975,3.199438756666665,-10580.34351629931,-20637.045808729745,10614.073215273283,25502.371856672115,25504.70307323119,10.911362323590533,2.3312165590759832,0.999
2022-07-04 21:55:00,R01,-10316.138153,-20257.411857,11558.508741,0.8864001466666681,1.2399109833333326,3.122857109999998,-10314.15728606908,-20264.700168089104,11551.86814320121,25502.638409617146,25504.618621383644,10.056880801464622,1.9802117664985417,0.999
2022-07-04 22:00:00,R01,-10016.089603,-19863.702721,12470.366141,1.0001618333333318,1.3123637866666589,3.039524666666669,-10013.80838717018,-19870.596928849867,12464.638313371383,25502.9168609041,25504.591527937544,9.248894900610109,1.6746670334432565,0.999
2022-07-04 22:05:00,R01,-9681.515273,-19450.425152,13355.2529,1.115247766666665,1.3775918966666723,2.949622529999997,-9678.89914793094,-19456.905668589607,13350.410844902914,25503.20679047725,25504.62186820095,8.502158738129422,1.4150777237009606,0.999
2022-07-04 22:10:00,R01,-9312.171898,-19019.79353,14211.256686,1.2311445833333345,1.4354387400000026,2.853345953333337,-9309.186059842852,-19025.84298390492,14207.271491549562,25503.507758289063,25504.709556855836,7.835361948006087,1.2017985667735047,0.999
2022-07-04 22:15:00,R01,-8907.972411,-18574.058668,15036.527892,1.3473316233333328,1.4857828733333251,2.7509040199999983,-8904.581968751761,-18579.66194086188,15033.368794852864,25503.819300730964,25504.85434573164,7.271290132317693,1.0350450006772007,0.999
2022-07-04 22:20:00,R01,-8468.98745,-18115.497136,15829.283616,1.4632832033333336,1.528538439999999,2.642519080000002,-8465.157583366376,-18120.641388309326,15826.918068126139,25504.140932571085,25505.055827621938,6.835717006787131,0.9148950508533744,0.999
2022-07-04 22:25:00,R01,-7995.446095,-17646.40049,16587.811515,1.5784711833333342,1.5636554866666725,2.528426330000002,-7991.142212996005,-17651.07517609711,16586.205254312325,25504.472144482614,25505.313436198667,6.554095193664217,0.8412917160530924,0.999
2022-07-04 22:30:00,R01,-7487.735892,-17169.064463,17310.473488,1.692367343333335,1.591120090000004,2.408873243333328,-7482.9237915745825,-17173.26133525627,17309.59061267068,25504.8124027946,25505.626448644183,6.445891411346901,0.8140458495836356,0.999
2022-07-04 22:35:00,R01,-6946.402119,-16685.778168,17995.709207,1.8044459099999979,1.6109543166666602,2.284119063333334,-6941.048142925934,-16689.491270191207,17995.51225331132,25505.16115090155,25505.99399041884,6.518510446374749,0.8328395172902674,0.999
2022-07-04 22:40:00,R01,-6372.146322,-16198.813356,18642.039471,1.9141859900000024,1.6232160400000006,2.154434213333334,-6366.217515298305,-16202.039005926943,18642.489494552563,25505.51780556168,25506.41503536261,6.76447245209104,0.8972298009284714,0.999
2022-07-04 22:45:00,R01,-5765.824135,-15710.413793,19248.069382,2.021073956666666,1.6279985433333362,2.0200997033333383,-5759.288399182189,-15713.150554475491,19249.126042100113,25505.881761611752,25506.888414646437,7.163953979550379,1.0066530346848594,0.999
2022-07-04 22:50:00,R01,-5128.442354,-15222.784791,19812.49134,2.1246059366666668,1.6254300066666656,1.8814065266666633,-5121.268598381388,-15225.033435356372,19814.112987045057,25506.25238777694,25507.412817215987,7.690832871396125,1.1604294390454015,0.999
2022-07-04 22:55:00,R01,-4461.15533,-14738.082953,20334.08784,2.2242900800000007,1.6156727933333361,1.7386549999999987,-4453.313619402409,-14739.846410331345,20336.231605663674,25506.6290264459,25507.98679457293,8.31852980259054,1.3577681270326138,0.999
2022-07-04 23:00:00,R01,-3765.260652,-14258.406172,20811.734085,2.3196489266666656,1.5989226033333277,1.5921541499999996,-3756.72235013314,-14259.68947239341,20814.355975033042,25507.010996351142,25508.60876881511,9.023511844881236,1.597772463966976,0.999
2022-07-04 23:05:00,R01,-3042.194182,-13785.783943,21244.400384,2.410221566666666,1.5754074300000018,1.4422209966666681,-3032.9320898728797,-13786.594148069084,21247.45537343144,25507.39759441897,25509.277040153724,9.786508225686992,1.879445734753972,0.999
2022-07-04 23:10:00,R01,-2293.524413,-13322.168009,21631.154352,2.495565896666667,1.545386446666665,1.2891798933333363,-2283.5129016846913,-13322.51413405507,21634.59648254055,25507.788090955648,25509.989788053885,10.59237574996657,2.201697098236764,0.999
2022-07-04 23:15:00,R01,-1520.946243,-12869.423415,21971.162893,2.5752605666666666,1.509148646666672,1.1333618033333308,-1510.1613801631697,-12869.316342263277,21974.94537243044,25508.18173409046,25510.745081880363,11.429430502955672,2.563347789902764,0.999
2022-07-04 23:20:00,R01,-726.274122,-12429.319986,22263.693975,2.6489070700000004,1.4670114299999961,0.975103606666659,-714.6937915745809,-12428.772369290306,22267.769278336345,25508.57774998671,25511.540887538908,12.28869537851218,2.963137552196713,0.999
2022-07-04 23:25:00,R01,88.565343,-12003.524283,22508.118182,2.71613155,1.4193190099999993,0.8147473566666668,100.96132854553923,-12002.55044436538,22512.43815421222,25508.97534452198,25512.3750757672,13.163243492615015,3.3997312452193,0.999
2022-07-04 23:30:00,R01,921.541307,-11593.59207,22703.910042,2.7765865466666666,1.3664407100000002,0.6526395333333372,934.7711023193131,-11592.207888809826,22708.42600206007,25509.373701863056,25513.245427466765,14.04768084141679,3.87172560370891,0.999
2022-07-04 23:35:00,R01,1770.527119,-11200.96132,22850.649142,2.829952706666667,1.3087691666666676,0.48913033333332956,1784.6067499669607,-11199.184115036052,22855.311988046054,25509.771990004847,25514.149646136066,14.937757492304476,4.377656131218828,0.999
2022-07-04 23:40:00,R01,2633.309173,-10826.945814,22948.021001,2.87594018,1.2467183533333324,0.32457286333334195,2648.2524496666606,-10824.794219140156,22952.781316374385,25510.169358948504,25515.085363000468,15.830081504555336,4.916004051963682,0.999
2022-07-04 23:45:00,R01,3507.596204,-10472.729323,22995.817731,2.914290103333333,1.1807216366666702,0.15932243333332735,3523.4146428598538,-10470.223157078093,23000.62589094896,25510.564943186055,25516.050146523954,16.721910108771596,5.485203337899293,0.999
2022-07-04 23:50:00,R01,4391.028923,-10139.360449,22993.938458,2.9447757299999995,1.1112295799999992,-0.0062642433333288255,4407.73167889589,-10136.520580501518,22998.744736794804,25510.957863781976,25517.041511513828,17.61099723070033,6.08364773185167,0.999
2022-07-04 23:55:00,R01,5281.190001,-9827.748106,22942.389523,2.9672035933333336,1.0387078100000022,-0.17182978333332963,5298.78380902602,-9824.59631323425,22947.14420125927,25511.347233862605,25518.05693163567,18.49548171429585,6.7096977730652725,0.999
2022-07-05 00:00:00,R01,6175.614306,-9538.657687,22841.284442,2.9814143500000014,0.9636347299999943,-0.3370169366666717,6194.1034336506455,-9535.216514435453,22845.937913971982,25511.73215378735,25519.0938415334,19.373804770743057,7.361687746048119,0.999
2022-07-04 00:05:00,R01,-12295.024217,-12976.389079,18192.465942,2.2967700300000007,0.8428345300000001,2.2460284166666677,-12295.024217,-12976.389079,18192.465942,25505.295745727726,25505.295745727726,0.0,0.0,1.0
2022-07-04 00:10:00,R01,-11574.42966,-12732.538322,18826.944521,2.401981856666668,0.8128358566666672,2.1149285966666747,-11574.42966,-12732.538322,18826.944521,25505.66200027551,25505.66200027551,0.0,0.0,1.0
2022-07-04 00:15:00,R01,-10823.918337,-12499.444492,19420.723967,2.501704410000002,0.7769794333333326,1.9792648200000016,-10823.918337,-12499.444492,19420.723967,25506.035367674103,25506.035367674103,0.0,0.0,1.0
2022-07-04 00:20:00,R01,-10045.26205,-12278.771953,19972.523256,2.595520956666666,0.7355751300000035,1.839330963333329,-10045.26205,-12278.771953,19972.523256,25506.415183996563,25506.415183996563,0.0,0.0,1.0
2022-07-04 00:25:00,R01,-9240.350395,-12072.083992,20481.152254,2.6830388499999995,0.6889598699999988,1.6954299933333339,-9240.350395,-12072.083992,20481.152254,25506.800759479982,25506.800759479982,0.0,0.0,1.0
2022-07-04 00:30:00,R01,-8411.182957,-11880.835203,20945.514276,2.763891459999995,0.637495963333331,1.5478734066666706,-8411.182957,-11880.835203,20945.514276,25507.19138092415,25507.19138092415,0.0,0.0,1.0
2022-07-04 00:35:00,R01,-7559.861041,-11706.364409,21364.608415,2.8377397200000027,0.5815693133333358,1.3969804633333236,-7559.861041,-11706.364409,21364.608415,25507.586309994527,25507.586309994527,0.0,0.0,1.0
2022-07-04 00:40:00,R01,-6688.578895,-11549.88815,21737.531688,2.9042738200000016,0.521587529999997,1.2430775766666677,-6688.578895,-11549.88815,21737.531688,25507.984785140397,25507.984785140397,0.0,0.0,1.0
2022-07-04 00:45:00,R01,-5799.614556,-11412.494772,22063.48095,2.9632144633333306,0.45797792666666887,1.0864975400000063,-5799.614556,-11412.494772,22063.48095,25508.386024013893,25508.386024013893,0.0,0.0,1.0
2022-07-04 00:50:00,R01,-4895.320264,-11295.139143,22341.754606,3.014314306666668,0.39118542999999895,0.9275788533333252,-4895.320264,-11295.139143,22341.754606,25508.78922296356,25508.78922296356,0.0,0.0,1.0
2022-07-04 00:55:00,R01,-3978.11257,-11198.638019,22571.754093,3.0573589800000005,0.32167041333333446,0.7666649566666699,-3978.11257,-11198.638019,22571.754093,25509.193557128507,25509.193557128507,0.0,0.0,1.0
2022-07-04 01:00:00,R01,-3050.462149,-11123.666083,22752.985145,3.0921680699999996,0.24990645333333306,0.6041035066666639,-3050.462149,-11123.666083,22752.985145,25509.598182981183,25509.598182981183,0.0,0.0,1.0
2022-07-04 01:05:00,R01,-2114.883342,-11070.752678,22885.058839,3.1185960233333327,0.17637801666666444,0.44024564666667476,-2114.883342,-11070.752678,22885.058839,25510.002243673076,25510.002243673076,0.0,0.0,1.0
2022-07-04 01:10:00,R01,-1173.923537,-11040.279236,22967.692399,3.136532683333334,0.10157814000000144,0.27544519999999467,-1173.923537,-11040.279236,22967.692399,25510.40486183349,25510.40486183349,0.0,0.0,1.0
2022-07-04 01:15:00,R01,-230.152358,-11032.47744,23000.70979,3.1459039299999993,0.0260059866666658,0.11005797000000409,-230.15235800000005,-11032.47744,23000.70979,25510.805150284923,25510.805150284923,5.684341886080802e-14,0.0,1.0
2022-07-04 01:20:00,R01,713.849203,-11047.428098,22984.042073,3.14667187,-0.049835526666665825,-0.05555905666666756,713.849203,-11047.428098,22984.042073,25511.202211548905,25511.202211548905,0.0,0.0,1.0
2022-07-04 01:25:00,R01,1655.499744,-11085.060756,22917.727527,3.1388351366666667,-0.1254421933333348,-0.22104848666667143,1655.499744,-11085.060756,22917.727527,25511.595135710526,25511.595135710526,0.0,0.0,1.0
2022-07-04 01:30:00,R01,2592.22837,-11145.154044,22801.911554,3.122428753333333,-0.2003109600000001,-0.38605324333333557,2592.22837,-11145.154044,22801.911554,25511.98301001239,25511.98301001239,0.0,0.0,1.0
2022-07-04 01:35:00,R01,3521.485601,-11227.336745,22636.846343,3.0975241033333334,-0.27394233666666573,-0.5502173699999912,3521.485601,-11227.336745,22636.846343,25512.364915473245,25512.364915473245,0.0,0.0,1.0
2022-07-04 01:40:00,R01,4440.754151,-11331.089599,22422.890312,3.064228500000001,-0.34584284666666765,-0.7131867700000051,4440.754151,-11331.089599,22422.890312,25512.739932711524,25512.739932711524,0.0,0.0,1.0
2022-07-04 01:45:00,R01,5347.559558,-11455.747821,22160.507321,3.0226846899999993,-0.41552740666666677,-0.8746099699999953,5347.559558,-11455.747821,22160.507321,25513.10714297257,25513.10714297257,0.0,0.0,1.0
2022-07-04 01:50:00,R01,6239.480641,-11600.504322,21850.26566,2.9730702766666672,-0.48252166999999946,-1.03413887,6239.480641,-11600.504322,21850.26566,25513.465633008967,25513.465633008967,0.0,0.0,1.0
2022-07-04 01:55:00,R01,7114.159677,-11764.413623,21492.836817,2.915596786666665,-0.5463643366666656,-1.1914294766666718,7114.159677,-11764.413623,21492.836817,25513.81449813162,25513.81449813162,0.0,0.0,1.0
2022-07-04 02:00:00,R01,7969.312317,-11946.396438,21088.994014,2.850508800000001,-0.6066093833333313,-1.346142676666665,7969.312317,-11946.396438,21088.994014,25514.152840772018,25514.152840772018,0.0,0.0,1.0
2022-07-04 02:05:00,R01,8802.73713,-12145.244909,20639.610548,2.7780827099999987,-0.6628282366666645,-1.4979448866666645,8802.73713,-12145.244909,20639.610548,25514.47978016765,25514.47978016765,0.0,0.0,1.0
2022-07-04 02:10:00,R01,9612.324806,-12359.628469,20145.657888,2.69862558666667,-0.7146118666666674,-1.6465088666666634,9612.324806,-12359.628469,20145.657888,25514.794449654004,25514.794449654004,0.0,0.0,1.0
2022-07-04 02:15:00,R01,10396.066892,-12588.100297,19608.203597,2.6124736200000007,-0.7615727600000052,-1.7915143033333394,10396.066892,-12588.100297,19608.203597,25515.09600631896,25515.09600631896,0.0,0.0,1.0
2022-07-04 02:20:00,R01,11152.064099,-12829.104346,19028.409013,2.519990689999995,-0.8033468299999974,-1.932648613333331,11152.064099,-12829.104346,19028.409013,25515.383625467606,25515.383625467606,0.0,0.0,1.0
2022-07-04 02:25:00,R01,11878.534092,-13080.982907,18407.526757,2.4215666433333354,-0.8395952033333318,-2.0696075200000026,11878.534092,-13080.982907,18407.526757,25515.656513162725,25515.656513162725,0.0,0.0,1.0
2022-07-04 02:30:00,R01,12573.818735,-13341.984666,17746.898036,2.3176154766666697,-0.8700058633333356,-2.20209573666667,12573.818735,-13341.984666,17746.898036,25515.913903064433,25515.913903064433,0.0,0.0,1.0
2022-07-04 02:35:00,R01,13236.390788,-13610.273234,17047.949748,2.2085735099999995,-0.8942952266666665,-2.329827626666665,13236.390788,-13610.273234,17047.949748,25516.155063157956,25516.155063157956,0.0,0.0,1.0
2022-07-04 02:40:00,R01,13864.859979,-13883.936086,16312.191418,2.0948973033333336,-0.9122095066666649,-2.4525277666666625,13864.859979,-13883.936086,16312.191418,25516.37929516807,25516.37929516807,0.0,0.0,1.0
2022-07-04 02:45:00,R01,14457.978471,-14160.993892,15541.211942,1.9770616399999987,-0.9235260200000024,-2.569931586666668,14457.978471,-14160.993892,15541.211942,25516.58594137006,25516.58594137006,0.0,0.0,1.0
2022-07-04 02:50:00,R01,15014.645646,-14439.410181,14736.676178,1.8555572500000017,-0.928054296666663,-2.6817858800000005,15014.645646,-14439.410181,14736.676178,25516.774385202883,25516.774385202883,0.0,0.0,1.0
2022-07-04 02:55:00,R01,15533.912252,-14717.10129,13900.321351,1.7308886866666642,-0.9256370300000041,-2.7878494233333306,15533.912252,-14717.10129,13900.321351,25516.944054765292,25516.944054765292,0.0,0.0,1.0
2022-07-04 03:00:00,R01,16014.983815,-14991.946571,13033.953327,1.6035718766666651,-0.9161509366666662,-2.8878934133333374,16014.983815,-14991.946571,13033.953327,25517.094425362087,25517.094425362087,0.0,0.0,1.0
2022-07-04 03:05:00,R01,16457.22338,-15261.79878,12139.442715,1.4741318833333328,-0.8995073633333293,-2.98170204,16457.22338,-15261.79878,12139.442715,25517.225021761176,25517.225021761176,0.0,0.0,1.0
2022-07-04 03:10:00,R01,16860.1535,-15524.49463,11218.720849,1.343100400000003,-0.8756528333333335,-3.069072886666666,16860.1535,-15524.49463,11218.720849,25517.335422184038,25517.335422184038,0.0,0.0,1.0
2022-07-04 03:15:00,R01,17223.457509,-15777.865427,10273.77563,1.2110133633333318,-0.844569323333338,-3.149817396666664,17223.457509,-15777.865427,10273.77563,25517.425255938975,25517.425255938975,0.0,0.0,1.0
2022-07-04 03:20:00,R01,17546.980066,-16019.747769,9306.647237,1.078408523333334,-0.8062744733333299,-3.223761310000003,17546.980066,-16019.747769,9306.647237,25517.494211088626,25517.494211088626,0.0,0.0,1.0
